Reviews,Sentiment
Đồ nhỏ xíu không mặc được,negative
"Chất lượng sản phẩm tuyệt vời, shop này uy tín quá",positive
Nhớ mua bất cứ thứ gì trên shoppe thì quay clip lại để có bằng chứng mà phốt ngta,negative
Vải kate thun mỏng nhẹ mát,positive
"cũng ok, đi đau chân",negative
Chất lượng sản phẩm tuyệt vời.Đóng gói sản phẩm rất đẹp và chắc chắn.shop phục vụ rất tốt,positive
Cho 3 sao vì đã nói trước là giúp mình cắt dây đeo là 6 6 rồi nhưng không cắt,negative
Chất vải được,positive
😌,negative
"Sản phẩm đẹp ,ổn .chắc chắn mà lại rẻ hơn so vs mình mua ngoàí shop đắt mà mặc chưa đc 1 hôm đã đứt khuy",positive
Form áo nhỏ chứ ko phải áo dáng rộng,negative
"Đóng gói đẹp, giao đúng hàng, sp chất lượng, giá tốt... rất hài lòng shop ơi, sẽ tiếp tục ủng hộ nè",positive
Nhưng áo to quá,negative
"Shop đóng gói cẩn thận, có kèm 1 tờ thiệp và 1 tờ rơi giới thiệu nữa. 😀",positive
Chất lượng sp kém. hàng gửi về chưa gì đã rác,negative
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vờiO,positive
Áo mặc không ôm ngực,negative
Chất lượng sản phẩm tuyệt vời,positive
Nhưng tôi kg hài lòng về nhân viên giao hàng,negative
Ncl rất ưng,positive
Tại sao lại không có 😤😤😤😤,negative
Thời gian giao hàng rất nhanh,positive
"Túi thì ok những chỉ buồn cái là , mình có note là giao 3 cái màu đen mình củng có nt nói , mà shop giao cho mình 3 cái 3 màu khác nhau , nên k vui cho lắm",negative
"Kem thẩm thấu rất nhanh, thoa xong sáng dậy có cảm giác căng da và mịn hơn , còn việc chống lão hóa thì phải xài hết mới biết kết quả",positive
Mọi nguoi cũng đừng nên mua,negative
Shop phục vụ rất tốt,positive
Shop phục vụ rất kém,negative
Chất lượng sản phẩm tuyệt vời .Đóng gói sản phẩm rất đẹp và chắc chắn,positive
Đóng gói sản phẩm xấu,negative
"Đóng gói sản phẩm tốt, cần thêm hộp đựng sẽ tốt hơn",positive
áo hơi mỏng..,negative
"Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn , áo khá to so với mình, nên bạn nào muốn mua size L mà tướng người nhỏ bé thì nên chọn soze M nha : , được tặng móc khóa hình Jinmin thích lắmm ><",positive
"Chất lượng k tốt, vải mỏng bị lỗi nữa",negative
"Hàng chuẩn, uy tín",positive
"Mình đặt 3sp mà chỉ nhận được 2sp, nt với shop thì bảo kt lại đơn hàng xong im lặng luôn",negative
Thời gian giao hàng rất nhanh,positive
"Shop phục vụ rất kém, Chất lượng sản phẩm rất kém, Kh rep tin nhắm khách hàng khi hàng lỗi và muốn đổi lại 😡😡 Mong shop thấy và rep tin nhắn mình",negative
Ủng hộ shop ngàn sao luôn nè 😋😋,positive
"Áo chữ in không phải thêu, tay ngắn không phải tay lỡ",negative
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn, chủ s nhiệt tình, vui tính",positive
Chất vải xấu,negative
Giao hàng nhanh,positive
"Vải áo đen nóng không cùng loại với vải áo trắng, chữ in cũng xấu hơn",negative
Chất lượng khá tốt,positive
Khóa hơi khó kéo nha shop,negative
Vải dày và co giãn tốt,positive
Chất lượng sản phẩm kém.sai màu.k giống trong hình,negative
Nhưng nếu màu hồng tươi thì ok,positive
"Giao do k dung mau,nt k tra loi,giao cho co de du so luong",negative
Vải rất đẹp,positive
"Vải hơi mỏng , không giống trong hình",negative
Áo này dày hơn và chất đẹp hơn cái màu trắng mk mua,positive
Quoai áo màu trắng khôn gió trong ảnh lắm,negative
Chất lượng sản phẩm tuyệt vời,positive
Đường chỉ lộ rõ ra ngoài,negative
Nỉ ấm và dày,positive
"Nên lấy hơn size để mặc cho thoải mái, chất vải tạm ổn, đường may hok đẹp",negative
Có chút trục trặc nhưng sửa lại thì vẫn đẹp,positive
Tuy nhiên do lần đầu order đơn hàng của mình bị sót nên mình rất thất vọng,negative
Chất lượng sản phẩm tuyệt vời,positive
"Quảng cáo chai 1 lít, giá 105k",negative
"Chất áo đẹp, lên dáng ok, mỗi tội mặc hơi ngứa 1 tí Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh",positive
Váy k giống hình,negative
Giao hàg thì thôi nhah khỏi nói,positive
Áo chất cũng không đc đẹp lắm,negative
Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Vải áo hơi mỏng,positive
Chất liệu mỏng quá,negative
Muốn làm đại lý sỉ,positive
Bị bay màu,negative
Size hơi to nhỉ 45kg -1m50 size S rồi mà hơi rộng,positive
Chất lượng sản phẩm k ưng,negative
Chất lượng sản phẩm phù hợp vs giá,positive
"Chất lượng vải k giống hình , quá mỏng k ma",negative
Mới dùng chất lượng OK,positive
Mới nhận về sạc ko lên cứ 1 vạch nản mình bộ đội ko ra ngoài đc,negative
Thời gian giao hàng rất nhanh,positive
"Mà Bánh thì bị bể hơn 1 nửa luôn, cái này chắc do vận chuyển..",negative
Mua ba cái thấy ok,positive
Áo quá dài,negative
Đẹp quá ủng hộ shop lâu dài,positive
"Giao thiếu hàng cho khách, nhắn tin cả tuần không trả lời",negative
Áo mặc ok lắm mọi người cứ tin tưởng mua hàng nhé,positive
Giờ chẳng mang đc bỏ hết 180k uổng,negative
Dù sao với 160k thì chất lượng như vậy là quá được,positive
Thuốc vật quá chịu không nổi,negative
đẹp dã man thế này,positive
Chất xấu,negative
Áo xinh lắm nhé mấy nàng ❤ với giá này thì áo vậy là đẹp rồi,positive
Rất không đáng tiền,negative
Giao hàng nhanh,positive
"Chất lượng sản phẩm tạm được, rất mỏng và nhìn rất cũ",negative
Áo rất ấm,positive
Hic,negative
Chất lượng sp tuyệt vời,positive
Thái độ tồi,negative
C Chất lượng sản phẩm tuyệt vời Rất đáng tiền Thời gian giao hàng rất nhanh,positive
Sản phẩm không giống với ảnh,negative
Sản phẩm tốt phù hợp với giá tiền,positive
Cổ áo hơi rộng,negative
"áo cực đẹp, nhé vải ko dày lắm đâu nên mình nghĩ vẫn mặc trong mùa hè đc, cơ mà lần sau em mua shop đừng gọi mẹ em nhé :))))",positive
Shop làm ăn không được,negative
"Hàng đẹp, chất lượng",positive
"Mẫu không như hình, đường máy sơ sài nhiều chỉ thừa",negative
Rất đáng tiền,positive
Hình quần dài mà sao shop giao quần lửng vậy,negative
Nhìn ưng lắm,positive
Cúc áo không chắc chắn,negative
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời,positive
đóng gói cẩn thận nhưng vải hơi xấu. mặc thử lột ra bung chĩ sổ lông rồi. áo 2 dây thì k mặc nổi,negative
Ưng lắm shop à,positive
Thái độ phục vụ kém,negative
Còn về hàng thì okie luôn :),positive
"Vải kém giặc bị ra màu, shop không uy tín",negative
M chua thử nhưng thấy chất rất đẹp,positive
Hàng quá chất,negative
Chất lượng sản phẩm rất kém Khong co dich vụ la sao Chất lượng sản phẩm tốt,positive
Lấy màu xanh dương nhưng shop giao màu xanh rêu,negative
"Sản phẩm tốt, giá rẻ",positive
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,negative
Nhưng good,positive
vải nóng,negative
Vậy là oke so với giá tiền rồi,positive
Đéo bao giờ có lần sau luôn nhé,negative
Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Rất đáng tiền,positive
Giao hàng thì rất chậm luôn,negative
"Hàng đẹp, đúng y hình",positive
Cổ tròn ko giống hình,negative
Đóng gói sản phẩm rất chắc chắn Thời gian giao hàng rất nhanh,positive
"Vải mỏng, đường chỉ may lôm côm",negative
Tks shop,positive
Cũng mua size L màu trắng như lần trc nhưng dáng lại rộng hơn nhiều so với lần trước :( hô thất vọng,negative
Thời gian giao hàng nhanh,positive
Mẫu này k có,negative
Shop phục vụ rất tốt,positive
Buồn cái là freesize nên mình mặt hơi ngắn chút :3,negative
Đc shop lì xì nữa,positive
Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém,negative
Shop giao hàng nhanh còn phục vụ nhiệt tình nữa,positive
Nhìn đi nhìn lại là 2 kiểu quần khác nhau,negative
Biết đẹp thế mình mua thêm cái màu đỏ nữa 😊😊😊😊,positive
giao k dung size,negative
5 sao nha,positive
Ko thể mặc được,negative
Shop chăm sóc khách hàng rất chu đáo,positive
Đợi tư vấn lâu quá🤔🤔🤔,negative
"Chất lượng sản phẩm được, phải chi có màu rêu 😶",positive
sản phẩm chất lượng kém,negative
Tất cả đều ok,positive
Nói chung ko như mong đợi,negative
Áo đẹp,positive
"Hai màu mua hai chất liệu vài khác nhau , ng bán ko nhiệt tình tư vấn lắm noi chung chưa dc hài lòng",negative
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.con dc shop tang qua nua,positive
shop giao lâu sp cũng đc cái trên hơi xấu,negative
"Tuyệt vời ạ huhu, sẽ còn ủng hộ shop dài dài",positive
Hàbg nay gửi 1 kiểu mai gửi 1 kiểu.,negative
Sp chất lượng,positive
Có áo bị rách,negative
"Sản phẩm rất là chất lượng đóng goid rất là đẹp gọn gàng, nên mua hàng ở đây rất uy tín",positive
"Shop nhiệt tình nhưng hàng k giống mẫu, vải thừa chưa cắt bỏ",negative
Size áo nam nên nữ sẽ mặc hơi rộng trừ điểm đó ra tất cả đều rất hài lòng,positive
Đừng để bị lừa như mình,negative
Chất lượng sp tốt tuyệt vời,positive
Chất lượng sản phẩm rất kém,negative
Y hình chuẩn đẹp👍 Chất lượng sản phẩm tuyệt vời,positive
Nhưng điểm trừ là shop giao nhầm màu ( hỏi khách cần màu gì chi???,negative
áo rất đẹp - anh chị shop rất nhiệt tình - đóng gói rất đẹp.. cảm ơn anh chị shop,positive
Có hiện tượng tróc vài sợi chỉ ở hình dán,negative
"Hàng y hình Thời gian giao hàng nhanh ,vải mỏng",positive
Đã đồng ý nhận lại hàng rồi lại chày bửa ko nhận,negative
Chất lượng sản phẩm tuyệt vời,positive
Đóng gói sơ xài,negative
Áo đẹp. .. ok.,positive
Hàng thô nhăn,negative
Cho 5*,positive
Giao sai màu,negative
Áo rất đẹp Thời gian giao hàng rất nhanh,positive
Ko đẹp như hình,negative
"Áo đẹp, giá rẻ",positive
Màu trắng ko đẹp như hình,negative
Nói chung mình thấy ok,positive
Vải hơi nóng,negative
"Áo chất đẹp thích hợp đi chơi, giao hành nhanh, nv tư vấn nhiệt tình",positive
Shop gởi thiếu 1 món hàng,negative
Phù hợp giá tiền,positive
"Tuy nhiên phần cúc khâu hơi ẩu, có 1 bộ cúc gần như sát ngoài mép áo",negative
Shop phục vụ rất tốt Rất đáng tiền,positive
"Chất lượng sản phẩm kém, khong phai vai voan khong nhu hinh",negative
E thích lắm,positive
Nhét tùm lum trong môt cái thùng,negative
"Giống hình, Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh",positive
Cùng set nhưng cái to cái nhỏ nên trừ 1*,negative
Đóng gói còn tốt nữa,positive
"Màu không giống hình,thoa lên như bệnh 😅",negative
Vận chuyển siêu nhanh,positive
Thật sự nhìn kém sang hẳn,negative
Áo vải rất đẹp,positive
Shop phục vụ rất kém Rất không đáng tiền Rất không đáng tiền Thời gian giao hàng rất chậm,negative
Shop phục vụ rất tốt,positive
Phần sắt bị tróc sơn,negative
"Hàng đẹp, chủ shop nhiệt tình ❤️",positive
Tai phone này không phải hàng chính hãng như lời rao bán,negative
Chúc shop càng ngày càng đắt hàng <3,positive
Làm ăn kiểu này đéo khá lên dc đâu,negative
Chất lượng sản phẩm tuyệt vời phọt hơi rộng nhưng vãi mềm Rất đáng tiền,positive
Lừa ngta,negative
Ủng hộ shop 5sao,positive
Nóng kinh người,negative
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh,positive
Mỗi tội form áo hơi dài vs rộng so với mình,negative
"Địu chắc chắn, thoáng.Đỡ mỏi tay, nhất là các bé đòi bế rong thì có địu nhàn hơn hẳn",positive
Đặt mua quần nâng mông mà gửi cho quần cạp chéo,negative
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,positive
Hàng mới nhận nhưng giống như xài rồi .,negative
Giao hàng nhanh ❤️ áo xinh như hình ❤️ mỗi tội hơi mỏng xíu,positive
"Áo mỏng đường chỉ ko đẹp, áo có vết bẩn nữa",negative
Dc Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,positive
Mua 5c ma k co cái nào goi là thun gân,negative
Mặc rất thích :3,positive
Sử dụng đc 3 lần :)) hết,negative
"Giá cả chấp nhận được, Thời gian giao hàng rất nhanh",positive
Váy hk đẹp,negative
