Sentiment,Tokens,Reviews
negative,"['giảng', 'thầy', 'hơi', 'chậm']",cách giảng của thầy hơi đều và chậm .
positive,"['thầy', 'giảng_dạy', 'nhiệt_tình', 'hăng_say']","thầy giảng dạy nhiệt tình , hăng say !"
negative,"['thể_hiện', 'chi_tiết', 'nội_dung', 'môn_học', 'ví_dụ', 'minh_hoạ']",cần thể hiện chi tiết hơn nội dung của môn học và nhiều ví dụ minh hoạ hơn .
positive,"['thầy', 'dạy', 'tận_tâm', 'nhiệt_tình', 'sinh_viên']",thầy dạy dễ hiểu tận tâm nhiệt tình với sinh viên .
negative,"['đảm_bảo', 'lớp']",không đảm bảo giờ lên lớp .
positive,"['giải', 'tập', 'sinh_viên']",giải bài tập cho sinh viên nhiều .
negative,"['báo_cáo', 'tiến_độ', 'đồ_án', 'học', 'giảng_viên', 'lỗi', 'đồ_án', 'sinh_viên', 'toàn', 'đồ_án', 'góp', 'sinh_viên', 'sai_sót', 'sinh_viên', 'khắc_phục', 'báo_cáo', 'kỳ']","mỗi khi báo cáo tiến độ đồ án trong năm học , giảng viên chỉ chỉ ra duy nhất một lỗi trong đồ án cho sinh viên , mà không xem toàn bộ đồ án để góp ý cho sinh viên mọi sai sót để sinh viên khắc phục trong lần báo cáo cuối kỳ ."
positive,"['thầy', 'giảng']",thầy giảng bài rất hay !
negative,['tệ'],quá tệ .
positive,"['thầy', 'dáng', 'doanh_nhân', 'thành', 'diễn_thuyết', 'cảm_hứng', 'kiến_thức', 'phù_hợp', 'sinh_viên']","nhưng thầy rất ra dáng một doanh nhân thành đạt , một người diễn thuyết tạo cảm hứng nhiều hơn là kiến thức phù hợp với sinh viên ."
negative,"['thời', 'môn_học']",tăng thêm thời lượng môn học .
positive,"['thầy', 'lồng_ghép', 'ví_dụ', 'thực_tiễn', 'học']",thầy lồng ghép ví dụ thực tiễn vào bài học .
negative,"['đi', 'trễ', 'dạy', 'lố', 'thời_gian']","hay đi trễ , dạy lố thời gian ."
positive,"['dạy', 'nhiệt_tình', 'tâm_huyết', 'dạy', 'cung', 'kiến_thức', 'trình_độ', 'giỏi']","cô dạy nhiệt tình và có tâm huyết , dễ hiểu , cô dạy rất hay và cung cấp cho em nhiều kiến thức , trình độ của cô rất giỏi ."
negative,"['giảng_dạy', 'loa', 'nhiệt_tình', 'chương_trình', 'học', 'hoàn_toàn', 'khớp', 'lý_thuyết']","giảng dạy quoa loa , thiếu nhiệt tình , chương trình học hoàn toàn không ăn khớp với lý thuyết ."
positive,"['giảng_viên', 'nhiệt_tình', 'tâm_huyết', 'giảng_dạy']","giảng viên nhiệt tình , tâm huyết , giảng dạy tốt ."
negative,"['giảng_viên', 'dạy', 'kỹ', 'quan_trọng', 'học']",giảng viên nên dạy kỹ hơn các phần quan trọng của bài học .
positive,"['thầy', 'dạy', 'tận_tâm']",thầy dạy hay và tận tâm với em .
negative,"['giáo_viên', 'nhiệt_tình', 'tận_tâm', 'sinh_viên']","giáo viên không nhiệt tình , tận tâm với sinh viên ."
positive,"['nhiệt_tình', 'tận_tâm', 'giảng']","nhiệt tình , tận tâm , giảng dễ hiểu ."
negative,"['môn_học', 'xếp', 'lịch', 'học', 'phòng', 'học']","môn học này không có sắp xếp lịch học , phòng học ."
positive,"['dạy', 'thầy', 'tập', 'giảng', 'xong', 'lý_thuyết', 'sinh_viên', 'thể', 'hôm', 'coi']","em thích cách dạy của thầy , làm bài tập sau khi giảng xong lý thuyết cho sinh viên có thể nhớ ngay hôm ấy không cần về nhà coi lại bài ."
negative,"['học', 'tiết', '4', '5', 'nghỉ', 'chừng', 'đi', 'học', 'môn', 'tư_tưởng']","nhiều bạn phải học tiết 4 , 5 phải nghỉ giữa chừng để đi học môn khác như tư tưởng ."
positive,"['giảng_viên', 'tập', 'bám_sát', 'nội_dung', 'giảng_dạy']",giảng viên cho bài tập bám sát nội dung giảng dạy .
negative,"['công_bố', 'kỳ']",không công bố điểm giữa kỳ sớm .
positive,"['giảng_viên', 'nhiệt_tình']",giảng viên nhiệt tình !
negative,"['giảng', 'trọng']",nên giảng những phần cần chú trọng nhiều hơn .
positive,"['thầy', 'nhiệt_tình', 'giảng_dạy']",thầy rất nhiệt tình giảng dạy .
negative,"['thầy', 'lớp', 'trễ', 'học', 'bắt_đầu', '13h00', 'hôm', '13h30', '14h00', 'thầy', 'vô']","thầy lên lớp rất trễ , giờ học bắt đầu vào lúc 13h00 thì có hôm 13h30 hoặc 14h00 thầy mới vô ."
positive,"['thầy', 'dạy']",thầy dạy rất dễ hiểu .
negative,"['giọng', 'truyền', 'kiến_thức', 'hiệu_quả']",giọng nói khó truyền đạt kiến thức một cách hiệu quả nhất .
positive,"['dạy', 'chắn', 'kiến_thức', 'truyền']","dạy chắc chắn kiến thức , truyền đạt tốt ."
negative,"['học', 'tẻ_nhạt']",học còn khá tẻ nhạt .
positive,"['thầy', 'dạy', 'quan_tâm', 'học_sinh']","thầy dạy rất hay , quan tâm học sinh ."
negative,"['giọng', 'hơi_nhỏ', 'tiếp_thu']","giọng nói hơi nhỏ , khó tiếp thu !"
positive,"['giáo_trình', 'môn_học', 'cập_nhật']",giáo trình môn học được cập nhật .
negative,['thực_hành'],thực hành nhiều hơn .
positive,"['phương_pháp', 'dạy', 'thực_hành']",phương pháp dạy thực hành rất hay .
negative,"['nâng', 'giảng_viên']",nhiều phần nâng cao thường bị giảng viên bỏ qua .
positive,"['giảng_viên', 'tận_tâm', 'nhiệt_tình', 'lớp']","giảng viên tận tâm , nhiệt tình , dễ tính , lên lớp đúng giờ ."
negative,"['dời', 'lịch', 'hẹn', 'sinh_viên', 'thông_báo']",dời lịch hẹn gặp sinh viên nhưng không thông báo .
positive,"['dạy', 'dạy_học']","cô dạy hay , lại rất đúng giờ dạy học ."
negative,"['phòng', 'học', 'micro', 'máy_chiếu', 'nâng', 'cải_thiện', 'bảo_trì', 'xuyên']","phòng học , micro , máy chiếu cần nâng cấp và cải thiện và bảo trì thường xuyên hơn ."
positive,"['giải_đáp', 'tận_tình', 'thắc_mắc', 'sinh_viên']",giải đáp rất tận tình mọi thắc mắc của sinh viên .
negative,"['đôi', 'giảng']",đôi lúc giảng quá nhanh .
positive,"['thương', 'tận_tâm', 'sinh_viên']","cô dễ thương , tận tâm với sinh viên ."
negative,"['thầy', 'dạy', 'tư_tưởng', 'sinh_viên', 'giảng_dạy', 'chỉ_nói', 'chỗ']","thầy dạy với tư tưởng là sinh viên biết hết cả rồi , lên giảng dạy chỉ nói vài chỗ ."
positive,"['giảng_viên', 'nhiệt_tình', 'hoạt_động', 'lớp']","giảng viên nhiệt tình , tạo nhiều hoạt động cho lớp ."
negative,"['đổi', 'tài_liệu']",cần đổi mới tài liệu .
positive,"['giảng_viên', 'tận_tâm', 'nhiệt_tình', 'vui_vẻ']","giảng viên tận tâm , nhiệt tình , vui vẻ ."
negative,"['hiệu_quả', 'học']",do đó làm hiệu quả học chưa đạt mức tốt nhất .
positive,"['giúp', 'học_sinh', 'chủ_động', 'thực_hiện', 'đề_tài', 'nhiệt_tình', 'giúp_đỡ', 'sinh_viên', 'tài_liệu']",giúp học sinh chủ động trong việc thực hiện đề tài và nhiệt tình giúp đỡ sinh viên tìm tài liệu .
negative,"['thầy', 'up', 'giải', 'sánh', 'kết']",thầy nên up các bài giải lên để em so sánh kết quả cho dễ .
positive,"['cung', 'kiến_thức', 'bổ_ích', 'sinh_viên']",cung cấp nhiều kiến thức bổ ích cho sinh viên .
negative,"['trường', 'nâng', 'phiên', 'sql', 'sql', '2005', 'trường', 'sinh_viên', 'thực_hành', 'sót', 'chức_năng', 'hỗ_trợ']","em nghĩ nhà trường nên nâng cấp phiên bản của sql vì sql 2005 mà nhà trường đang cho sinh viên thực hành còn thiếu sót nhiều chức năng , hỗ trợ ."
positive,"['giảng_viên', 'nhiệt_tình', 'giảng_dạy', 'hệ_thống', 'tài_liệu', 'học_tập', 'update']","giảng viên nhiệt tình trong giảng dạy , hệ thống tài liệu học tập được update tốt ."
negative,"['dạy', 'hơi_nhỏ']",dạy nói hơi nhỏ .
positive,"['giáo_viên', 'nhiệt_tình', 'giảng_dạy']",giáo viên nhiệt tình giảng dạy .
negative,"['sinh_viên', 'lớp', 'chất', 'xếp', 'thi', 'phòng', 'thực_hành', 'lớp', 'cấu_hình', 'máy_nửa', 'tiếng', 'lớp', 'bất_cập', 'thi']","sinh viên lớp chất lượng cao nhưng lại xếp thi phòng thực hành của lớp thường , việc cấu hình máy mất hơn nửa tiếng cho cả lớp , chưa kể còn nhiều bất cập khi làm bài thi ."
positive,"['thầy', 'dạy', 'bổ_ích', 'học', 'tập_đến', 'sống', 'đời']",thầy dạy rất nhiều điều bổ ích từ học tập đến cuộc sống ngoài đời .
negative,"['thức', 'diễn', 'hiệu_quả']",cách thức diễn đạt chưa đạt hiệu quả tốt .
positive,"['diễn', 'vui_vẻ', 'tận_tình', 'học_sinh']","cách diễn đạt dễ hiểu , vui vẻ , tận tình với học sinh ."
negative,"['nội_dung', 'giảng', 'khó_hiểu']",nội dung bài giảng khó hiểu .
positive,"['tận_tình', 'chu_đáo']",tận tình chu đáo dễ hiểu .
negative,"['hài', 'cố_gắng', 'thân']",không hài lòng với sự cố gắng của bản thân mình .
positive,"['giải_đáp', 'thắc_mắc', 'sinh_viên', 'kỹ_lưỡng']",giải đáp thắc mắc sinh viên kỹ lưỡng .
negative,"['lịch', 'học', 'bù', 'phù_hợp', 'sinh_viên']",lịch học bù không phù hợp với sinh viên .
positive,"['dạy', 'nhiệt_tình', 'vui_vẻ', 'học']","dạy nhiệt tình , vui vẻ trong giờ học ."
negative,"['thầy', 'thể', 'dạy_học_sinh']",một người thầy như vậy thì làm sao có thể dạy được học sinh tốt .
positive,[],như vậy là được .
negative,"['câu', 'chữ', 'ok', 'failse']","đúng từng câu chữ thì ok , còn lại failse ."
positive,['vui'],thấy rất vui tính .
negative,[],khó tính .
positive,"['phương_pháp', 'giảng']",phương pháp giảng tốt .
negative,"['học', 'khoa', 'dạy', 'kịp', 'tiếng', 'độ', 'chương_trình']",do học khoa khác nên dạy không theo kịp tiếng độ của chương trình .
positive,"['thầy', 'dạy']",thầy dạy dễ hiểu !
negative,"['quan', 'sinh_viên']",quan tấm sinh viên nhiều hơn .
positive,"['thầy', 'dạy', 'cung', 'thông', 'chi_tiết', 'ví_dụ']","thầy dạy hay , cung cấp thông tin rất chi tiết , ví dụ dễ hiểu ."
negative,"['giáo_viên', 'tập', 'mẫu', 'sinh_viên']",giáo viên nên làm nhiều bài tập mẫu cho sinh viên .
positive,"['giảng_viên', 'vui_vẻ', 'giảng_dạy', 'tận_tâm', 'lớp']","giảng viên vui vẻ , giảng dạy tận tâm , đến lớp đầy đủ đúng giờ ."
negative,"['dừng', 'khái_niệm']",không nên dừng lại chỉ ở mức khái niệm .
positive,"['giảng_viên', 'tận_tâm', 'nhiệt_tình', 'vui_vẻ']",giảng viên tận tâm nhiệt tình vui vẻ .
negative,"['mong', 'trường', 'khoa', 'giảng_viên', 'thể', 'thay_đổi', 'nội_dung', 'hấp']","mong muốn nhà trường , khoa cùng giảng viên có thể thay đổi nội dung sao cho hấp dẫn hơn ."
positive,"['dạy', 'kỹ', 'nhiệt_tình', 'hoàn_thành', 'xong', 'giảng', 'han', 'sinh_viên', 'tuyệt']","dạy rất kỹ , rất nhiệt tình , thêm giờ để hoàn thành xong bài giảng , hỏi han sinh viên , nói chung là rất tuyệt ."
negative,"['kinh_nghiệm', 'dạy', 'khó_hiểu', 'kỹ_năng', 'giao_tiếp', 'kém', 'giảng', 'cực', 'khó_hiểu']","ít kinh nghiệm , dạy khó hiểu , kỹ năng giao tiếp kém , giảng bài cực khó hiểu ."
positive,"['tiết', 'học', 'vui_vẻ', 'thoải_mái', 'thầy', 'dạy', 'nhiệt_tình', 'tiếp_thu']","tiết học vui vẻ , thoải mái , thầy dạy nhiệt tình , dễ tiếp thu ."
negative,"['speaking', 'công']",speaking vừa rồi cô không công bằng .
positive,"['tận_dụng', 'thời_gian']",tận dụng hết thời gian .
negative,"['thể', 'thầy', 'miền', 'giảng_dạy', 'sức_hấp']","em không thể nghe được thầy nói gì do khác vùng miền , cách giảng dạy chưa có sức hấp dẫn ."
positive,"['thầy', 'dạy', 'tận_tâm', 'nhiệt_tình', 'kiện', 'giúp_đỡ', 'hỗ_trợ', 'sinh_viên', 'học_tập', 'môn_học']","thầy dạy tận tâm , nhiệt tình , tạo nhiều điều kiện giúp đỡ , hỗ trợ sinh viên học tập tốt môn học ."
negative,"['bớt', 'căng_thẳng', 'dồn_dập', 'tiết', 'học']","cần giảm bớt căng thẳng , dồn dập tiết học ."
positive,"['tận_tâm', 'nhiệt_tình', 'giảng_dạy', 'tiết', 'học', 'lồng_ghép', 'đời', 'vui_vẻ', 'lý_thú', 'buồn_ngủ']","tận tâm , nhiệt tình giảng dạy , tiết học có lồng ghép nhiều chuyện đời vui vẻ , lý thú , không gây buồn ngủ ."
negative,"['giảng_viên', 'giảng', 'khó_hiểu', 'lý_thuyết', 'sinh_viên', 'khó_hiểu', 'chán_nản']","giảng viên giảng bài khó hiểu , đặt nặng lý thuyết khiến sinh viên khó hiểu dễ gây chán nản ."
positive,"['hoạt_động', 'dạy_học', 'sôi_nổi', 'tận_tâm', 'nhiệt_huyết']","hoạt động dạy và học rất sôi nổi , rất tận tâm và nhiệt huyết !"
negative,"['nhiệt_tình', 'đôi', 'nhiệt_tình', 'giảng_thể']","nhiệt tình , nhưng đôi khi quá nhiệt tình , giảng bài một cách quá nhiều khiến em không thể nhớ hết được ."
positive,"['nhiệt_tình', 'khí', 'học_tập']","nhiệt tình , tạo không khí học tập tốt ."
negative,"['môn', 'thầy', 'dạy', 'mơ_hồ']",môn này thầy dạy rất mơ hồ .
positive,"['sơ', 'vật_chất', 'giảng']","cơ sơ vật chất tốt , giảng hay ."
negative,"['môn_học', 'gũi', 'thực_tiễn', 'việt_nam']",môn học cần phải gần gũi với thực tiễn ở việt nam .
positive,"['giảng_viên', 'hỗ_trợ', 'kiến_thức', 'sinh_viên', 'giúp', 'sinh_viên']","giảng viên cũng hỗ trợ nhiều kiến thức cho sinh viên , giúp sinh viên hiểu bài tốt hơn ."
negative,"['cảm_hứng', 'học_sinh_viên']",cần tạo cảm hứng học hơn cho sinh viên .
positive,['dạy'],em thấy cô dạy rất hay .
negative,"['môn_học', 'toàn', 'kiến_thức', 'lý_thuyết', 'vận_dụng', 'kiến_thức']",sau môn học toàn kiến thức lý thuyết mà không biết vận dụng kiến thức đó như thế nào .
positive,"['thầy', 'dạy', 'nhiệt_tình']",thầy dạy rất nhiệt tình .
negative,"['mini', 'test', 'khóa', 'học']",mini test trong cả khóa học nhiều hơn .
positive,"['truyền', 'kiến_thức', 'hài_hước', 'vui_vẻ']","cách truyền đạt kiến thức dễ hiểu , sự hài hước vui vẻ ."
negative,"['thầy', 'sử_dụng', 'máy_chiếu', 'giảng', 'lớp', 'đông']",thầy cần sử dụng máy chiếu khi giảng bài vì lớp khá đông !
positive,"['phương_pháp', 'dạy', 'thầy', 'ràng']","phương pháp dạy của thầy rất hay , cho điểm rất rõ ràng ."
negative,"['lắp', 'quạt', 'màn', 'che', 'cửa_sổ']",cần lắp thêm quạt và màn che cửa sổ .
positive,"['tận_tình', 'nhiệt_huyết']",tận tình nhiệt huyết .
negative,"['thầy', 'giảng', 'tụi', 'đi']","thầy ơi , giảng bài cho tụi em đi !"
positive,"['giáo_viên', 'giảng', 'nhiệt_tình']","giáo viên giảng bài dễ hiểu , nhiệt tình ."
negative,"['mong', 'giúp_đỡ', 'cải_thiện', 'vốn', 'vựng', 'tiếng']",mong cô giúp đỡ để cải thiện vốn tự vựng tiếng anh .
