Sentiment,Tokens,Reviews
positive,"['thầy', 'nhiệt_tình', 'giảng', 'bài']",thầy nhiệt tình giảng bài !
negative,"['cần', 'sử_dụng', 'phòng', 'elab', 'và', 'các', 'thiết_bị', 'nghe_nhìn', 'cho', 'lớp', 'chất_lượng', 'cao']",cần sử dụng phòng elab và các thiết bị nghe nhìn cho lớp chất lượng cao .
positive,"['thầy', 'giảng', 'kỹ', 'bài']",thầy giảng kỹ bài .
negative,"['môn', 'này', 'là', 'môn', 'quan_trọng', 'trong', 'truyền_thông', 'nên', 'cần', 'thực_hành', 'trên', 'phần_mềm', 'và', 'thiết_bị', 'mô_phỏng', 'nhiều', 'hơn']",môn này là môn quan trọng trong truyền thông nên cần thực hành trên phần mềm và thiết bị mô phỏng nhiều hơn .
positive,"['cô', 'nhiệt_tình', 'với', 'sinh_viên', 'vui_vẻ']","cô nhiệt tình với sinh viên , vui vẻ ."
negative,"['giảng_viên', 'thường', 'cho', 'một_số', 'bài_tập', 'nâng', 'cao', 'hơi_quá', 'sức', 'đối_với', 'tụi', 'em']","giảng viên thường cho một số bài tập nâng cao , hơi quá sức đối với tụi em ."
positive,"['thầy', 'dạy', 'vui_tính', 'không', 'áp_lực']","thầy dạy vui tính , không áp lực ."
negative,"['thầy', 'khá', 'hiền', 'ít', 'nói']","thầy khá hiền , ít nói ."
positive,"['thầy', 'giảng', 'bài', 'rất', 'nhiệt_tình', 'có', 'các', 'ví_dụ', 'minh_họa', 'để', 'làm', 'rõ', 'vấn_đề']","thầy giảng bài rất nhiệt tình , có các ví dụ minh họa để làm rõ vấn đề ."
negative,"['thầy', 'cho', 'bài_tập', 'về', 'quá', 'nhiều', 'thời_gian', 'cố_định', 'ngắn', 'nên', 'không', 'đủ', 'thời_gian', 'để', 'làm', 'bài']","thầy cho bài tập về quá nhiều , thời gian cố định , ngắn nên không đủ thời gian để làm bài ."
positive,"['các', 'bài_tập', 'thực_hành', 'giúp', 'nâng', 'cao_kiến_thức', 'đã', 'học', 'trên', 'lớp']",các bài tập thực hành giúp nâng cao kiến thức đã học trên lớp .
negative,"['nhà_trường', 'nên', 'có', 'nhiều', 'giáo_trình', 'bài_tập', 'và', 'hướng_dẫn_giải', 'bài_tập', 'nhiều', 'hơn']",nhà trường nên có nhiều giáo trình bài tập và hướng dẫn giải bài tập nhiều hơn .
positive,"['cô', 'dạy', 'hay', 'tuyệt', 'rất', 'dễ', 'hiểu']","cô dạy hay tuyệt , rất dễ hiểu ."
negative,"['tệ', 'đến', 'mức', 'không', 'tả', 'được']",tệ đến mức không tả được .
positive,"['dạy', 'đúng', 'giờ', 'thường_xuyên', 'đưa', 'bài_tập', 'lên', 'moodle', 'tạo', 'cơ_hội', 'cho', 'học_sinh', 'rèn_luyện', 'kỹ_năng', 'nghe', 'và', 'nói', 'nhiều']","dạy đúng giờ , thường xuyên đưa bài tập lên moodle , tạo cơ hội cho học sinh rèn luyện kỹ năng nghe và nói nhiều ."
negative,"['giảng_viên', 'diễn_đạt', 'quá', 'nhanh', 'lớp', 'thường', 'rất', 'đông', 'rất', 'thiệt_thòi', 'cho', 'sinh_viên', 'ngồi', 'cuối', 'lớp', 'do', 'không', 'nhìn', 'thấy', 'nội_dung', 'bài', 'giảng']","giảng viên diễn đạt quá nhanh , lớp thường rất đông , rất thiệt thòi cho sinh viên ngồi cuối lớp do không nhìn thấy nội dung bài giảng ."
positive,"['giảng_dạy', 'hay', 'dễ', 'hiểu']",giảng dạy hay dễ hiểu .
negative,"['thầy', 'không', 'cho', 'slide', 'bài', 'giảng', 'cũng', 'không', 'giới_thiệu', 'tài_liệu', 'đọc', 'thêm']",thầy không cho slide bài giảng cũng không giới thiệu tài liệu đọc thêm .
positive,"['thầy', 'nhiệt_tình', 'trong', 'cách', 'giảng_dạy']",thầy nhiệt tình trong cách giảng dạy .
negative,"['nếu', 'là', 'điểm', 'cố_định', 'thì', 'thầy', 'phải', 'cho', 'cơ_hội', 'cho', 'tất_cả', 'các', 'sinh_viên', 'đều', 'nộp', 'bài', 'được', 'và', 'giải_thích', 'rõ_ràng', 'khung', 'điểm', 'này', 'từ', 'đầu']",nếu là điểm cố định thì thầy phải cho cơ hội cho tất cả các sinh viên đều nộp bài được và giải thích rõ ràng khung điểm này từ đầu .
positive,"['hiện_tại', 'tương_đối', 'tốt', 'không', 'cần', 'điều_chỉnh', 'gì', 'thêm']","hiện tại tương đối tốt , không cần điều chỉnh gì thêm ."
negative,"['nhờ', 'thầy', 'cho', 'bài_tập', 'và', 'sửa', 'thầy', 'không', 'làm', 'và', 'cũng', 'giảng', 'nhưng', 'mà', 'để', 'làm', 'được', 'bài', 'thì', 'em', 'muốn', 'có', 'được', 'cách', 'làm', 'rõ_ràng']","nhờ thầy cho bài tập và sửa thầy không làm , và cũng giảng nhưng mà để làm được bài thì em muốn có được cách làm rõ ràng ."
positive,"['giảng_dạy', 'tận_tâm', 'nhiệt_tình', 'hay']","giảng dạy tận tâm , nhiệt tình , hay ."
negative,"['thêm', 'nữa', 'thầy', 'cũng', 'không', 'muốn', 'nhìn', 'thấy', 'một', 'sinh_viên', 'ngủ_gật', 'trên', 'bàn', 'mà', 'vẫn', 'có', 'tên', 'trong', 'danh_sách', 'điểm_danh']","thêm nữa , thầy cũng không muốn nhìn thấy một sinh viên ngủ gục trên bàn mà vẫn có tên trong danh sách điểm danh ."
positive,"['vui_tính', 'hoà_đồng']",vui tính hoà đồng .
negative,"['môn', 'mạng', 'máy_tính', 'còn', 'nặng_nề', 'lý_thuyết', 'rất', 'nhiều']",môn mạng máy tính còn nặng nề lý thuyết rất nhiều .
positive,"['cô', 'dạy', 'dễ', 'hiểu', 'bài', 'giảng', 'sống_động']","cô dạy dễ hiểu , bài giảng sống động ."
negative,"['tiết', 'học', 'căng_thẳng', 'phải', 'thường_xuyên', 'đúng', 'giờ']","tiết học căng thẳng , phải thường xuyên đúng giờ ."
positive,"['giáo_viên', 'dạy', 'tận_tình', 'dễ', 'hiểu', 'hay', 'giải_đáp', 'những', 'thắc_mắc', 'của', 'sinh_viên', 'về', 'môn_học']","giáo viên dạy tận tình , dễ hiểu , hay giải đáp những thắc mắc của sinh viên về môn học ."
negative,"['nâng_cấp', 'hệ_thống', 'loa', 'cho', 'các', 'phòng', 'học']",nâng cấp hệ thống loa cho các phòng học .
positive,"['tận_tâm', 'nhiệt_tình', 'giải_đáp', 'thắc_mắc', 'trong', 'quá_trình', 'học']","tận tâm , nhiệt tình giải đáp thắc mắc trong quá trình học ."
negative,"['đề_nghị', 'trừ', 'lương']",đề nghị trừ lương .
positive,"['thầy', 'dạy', 'vui', 'không', 'khô_khan', 'liên_tưởng', 'tốt']","thầy dạy vui , không khô khan , liên tưởng tốt ."
negative,"['thầy', 'dạy', 'hay', 'nhưng', 'không', 'ôn_tập', 'thi', 'giữa', 'kỳ', 'cuối', 'kỳ', 'cho', 'sinh_viên']","thầy dạy hay nhưng không ôn tập thi giữa kỳ , cuối kỳ cho sinh viên ."
positive,"['tài_liệu', 'thầy', 'cung_cấp', 'đầy_đủ', 'cụ_thể']","tài liệu thầy cung cấp đầy đủ , cụ thể ."
negative,"['giảng_viên', 'cần', 'đảm_bảo', 'thời_gian', 'lên_lớp']",giảng viên cần đảm bảo thời gian lên lớp .
positive,"['cực_kỳ', 'nhiệt_tình']",cực kỳ nhiệt tình .
negative,"['máy_chiếu', 'tại', 'phòng', 'học', 'còn', 'mờ']",máy chiếu tại phòng học còn mờ .
positive,"['thầy', 'ít', 'có', 'giảng', 'về', 'bài_tập', 'chỉ', 'cho', 'sinh_viên', 'tự', 'tìm_hiểu']","thầy ít có giảng về bài tập , chỉ cho sinh viên tự tìm hiểu ."
negative,"['viết', 'quá', 'nhiều', 'ví_dụ', 'trùng_lặp', '(', 'dạng', ')', 'với', 'nhau']",viết quá nhiều ví dụ trùng lặp ( dạng ) với nhau .
positive,"['giáo_viên', 'có', 'kiến_thức', 'tốt']",giáo viên có kiến thức tốt .
negative,"['tài_liệu', 'môn', 'mạng', 'máy_tính', 'được', 'dịch', 'từ', 'computer', 'networking', 'a', 'topdown', 'aproach', 'còn', 'hơi', 'khó_hiểu', 'để', 'sinh_viên', 'học', 'hay', 'tự', 'nghiên_cứu']",tài liệu môn mạng máy tính được dịch từ computer networking a topdown aproach còn hơi khó hiểu để sinh viên học hay tự nghiên cứu .
positive,"['học', 'thầy', 'rất', 'là', 'vui', 'mà', 'còn', 'biết', 'thêm', 'nhiều', 'cái', 'hay', 'nữa']","học thầy rất là vui , mà còn biết thêm nhiều cái hay nữa ."
negative,"['em', 'mong_muốn', 'được', 'nghe', 'thầy', 'kể', 'nhiều', 'câu_chuyện', 'về', 'sự_nghiệp', 'và', 'cuộc_đời', 'gian_nan', 'từng_trải', 'của', 'thầy', 'trong', 'các', 'bài_học', 'nhiều', 'hơn', 'nữa', 'có_lẽ', 'sinh_viên', 'sẽ', 'học', 'được', 'nhiều', 'điều', 'hơn']","em mong muốn được nghe thầy kể nhiều câu chuyện về sự nghiệp và cuộc đời , gian nan từng trải của thầy trong các bài học nhiều hơn nữa , có lẻ sinh viên sẽ học được nhiều điều hơn ."
positive,"['có_thể', 'tổ_chức', 'các', 'buổi', 'seminar', 'nhằm', 'kích_thích', 'sinh_viên', 'tìm_hiểu', 'thêm', 'và', 'ứng_dụng', 'tốt', 'hơn', 'môn_học', 'này', 'vào', 'thực_tiễn']",có thể tổ chức các buổi seminar nhằm kích thích sinh viên tìm hiểu thêm và ứng dụng tốt hơn môn học này vào thực tiễn .
negative,"['em', 'thấy', 'lúc', 'giảng', 'thầy', 'chỉ', 'ngồi_yên', 'trên', 'ghế', 'và', 'đọc', 'slide', 'dẫn', 'đến', 'sinh_viên', 'cảm_thấy', 'nhàm_chán']","em thấy lúc giảng , thầy chỉ ngồi yên trên ghế và đọc slide dẫn đến sinh viên cảm thấy nhàm chán ."
positive,"['thầy', 'giảng', 'bài', 'khá', 'là', 'dễ', 'hiểu', 'chậm', 'nhưng', 'chắc']","thầy giảng bài khá là dễ hiểu , chậm nhưng chắc ."
negative,"['thầy', 'thường_xuyên', 'đặt', 'ra', 'những', 'deadline', 'không', 'phù_hợp', 'với', 'sinh_viên']",thầy thường xuyên đặt ra những deadline không phù hợp với sinh viên .
positive,"['dạy', 'dễ', 'hiểu', 'và', 'cung_cấp', 'thêm', 'những', 'phương_pháp', 'học_tập', 'hiệu_quả']","dạy dễ hiểu , và cung cấp thêm những phương pháp học tập hiệu quả ."
negative,"['quá', 'khắt_khe', 'colonsad']",quá khắt khe colonsad .
positive,"['cô', 'dạy', 'rất', 'dễ_thương', 'dễ', 'hiểu', 'nắm', 'chắc', 'kiến_thức']","cô dạy rất dễ thương , dễ hiểu , nắm chắc kiến thức ."
negative,"['cách', 'giảng', 'của', 'thầy', 'hơi', 'đều', 'và', 'chậm']",cách giảng của thầy hơi đều và chậm .
positive,"['thầy', 'giảng_dạy', 'nhiệt_tình', 'hăng_say']","thầy giảng dạy nhiệt tình , hăng say !"
negative,"['cần', 'thể_hiện', 'chi_tiết', 'hơn', 'nội_dung', 'của', 'môn_học', 'và', 'nhiều', 'ví_dụ', 'minh_hoạ', 'hơn']",cần thể hiện chi tiết hơn nội dung của môn học và nhiều ví dụ minh hoạ hơn .
positive,"['thầy', 'dạy', 'dễ', 'hiểu', 'tận_tâm', 'nhiệt_tình', 'với', 'sinh_viên']",thầy dạy dễ hiểu tận tâm nhiệt tình với sinh viên .
negative,"['không', 'đảm_bảo', 'giờ', 'lên_lớp']",không đảm bảo giờ lên lớp .
positive,"['giải', 'bài_tập', 'cho', 'sinh_viên', 'nhiều']",giải bài tập cho sinh viên nhiều .
negative,"['mỗi', 'khi', 'báo_cáo', 'tiến_độ', 'đồ_án', 'trong', 'năm_học', 'giảng_viên', 'chỉ', 'chỉ', 'ra', 'duy_nhất', 'một', 'lỗi', 'trong', 'đồ_án', 'cho', 'sinh_viên', 'mà', 'không', 'xem', 'toàn_bộ', 'đồ_án', 'để', 'góp_ý', 'cho', 'sinh_viên', 'mọi', 'sai_sót', 'để', 'sinh_viên', 'khắc_phục', 'trong', 'lần', 'báo_cáo', 'cuối', 'kỳ']","mỗi khi báo cáo tiến độ đồ án trong năm học , giảng viên chỉ chỉ ra duy nhất một lỗi trong đồ án cho sinh viên , mà không xem toàn bộ đồ án để góp ý cho sinh viên mọi sai sót để sinh viên khắc phục trong lần báo cáo cuối kỳ ."
positive,"['thầy', 'giảng', 'bài', 'rất', 'hay']",thầy giảng bài rất hay !
negative,"['quá', 'tệ']",quá tệ .
positive,"['nhưng', 'thầy', 'rất', 'ra_dáng', 'một', 'doanh_nhân', 'thành_đạt', 'một', 'người', 'diễn_thuyết', 'tạo', 'cảm_hứng', 'nhiều', 'hơn', 'là', 'kiến_thức', 'phù_hợp', 'với', 'sinh_viên']","nhưng thầy rất ra dáng một doanh nhân thành đạt , một người diễn thuyết tạo cảm hứng nhiều hơn là kiến thức phù hợp với sinh viên ."
negative,"['tăng', 'thêm', 'thời_lượng', 'môn_học']",tăng thêm thời lượng môn học .
positive,"['thầy', 'lồng_ghép', 'ví_dụ', 'thực_tiễn', 'vào', 'bài_học']",thầy lồng ghép ví dụ thực tiễn vào bài học .
negative,"['hay', 'đi', 'trễ', 'dạy', 'lố', 'thời_gian']","hay đi trễ , dạy lố thời gian ."
positive,"['cô', 'dạy', 'nhiệt_tình', 'và', 'có', 'tâm_huyết', 'dễ', 'hiểu', 'cô', 'dạy', 'rất', 'hay', 'và', 'cung_cấp', 'cho', 'em', 'nhiều', 'kiến_thức', 'trình_độ', 'của', 'cô', 'rất', 'giỏi']","cô dạy nhiệt tình và có tâm huyết , dễ hiểu , cô dạy rất hay và cung cấp cho em nhiều kiến thức , trình độ của cô rất giỏi ."
negative,"['giảng_dạy', 'qua_loa', 'thiếu', 'nhiệt_tình', 'chương_trình', 'học', 'hoàn_toàn', 'không', 'ăn_khớp', 'với', 'lý_thuyết']","giảng dạy quoa loa , thiếu nhiệt tình , chương trình học hoàn toàn không ăn khớp với lý thuyết ."
positive,"['giảng_viên', 'nhiệt_tình', 'tâm_huyết', 'giảng_dạy', 'tốt']","giảng viên nhiệt tình , tâm huyết , giảng dạy tốt ."
negative,"['giảng_viên', 'nên', 'dạy', 'kỹ', 'hơn', 'các', 'phần', 'quan_trọng', 'của', 'bài_học']",giảng viên nên dạy kỹ hơn các phần quan trọng của bài học .
positive,"['thầy', 'dạy', 'hay', 'và', 'tận_tâm', 'với', 'em']",thầy dạy hay và tận tâm với em .
negative,"['giáo_viên', 'không', 'nhiệt_tình', 'tận_tâm', 'với', 'sinh_viên']","giáo viên không nhiệt tình , tận tâm với sinh viên ."
positive,"['nhiệt_tình', 'tận_tâm', 'giảng', 'dễ', 'hiểu']","nhiệt tình , tận tâm , giảng dễ hiểu ."
negative,"['môn_học', 'này', 'không', 'có', 'sắp_xếp', 'lịch', 'học', 'phòng', 'học']","môn học này không có sắp xếp lịch học , phòng học ."
positive,"['em', 'thích', 'cách', 'dạy', 'của', 'thầy', 'làm', 'bài_tập', 'sau', 'khi', 'giảng', 'xong', 'lý_thuyết', 'cho', 'sinh_viên', 'có_thể', 'nhớ', 'ngay', 'hôm', 'ấy', 'không', 'cần', 'về', 'nhà', 'coi', 'lại', 'bài']","em thích cách dạy của thầy , làm bài tập sau khi giảng xong lý thuyết cho sinh viên có thể nhớ ngay hôm ấy không cần về nhà coi lại bài ."
negative,"['nhiều', 'bạn', 'phải', 'học', 'tiết', '4', '5', 'phải', 'nghỉ', 'giữa_chừng', 'để', 'đi', 'học', 'môn', 'khác', 'như', 'tư_tưởng']","nhiều bạn phải học tiết 4 , 5 phải nghỉ giữa chừng để đi học môn khác như tư tưởng ."
positive,"['giảng_viên', 'cho', 'bài_tập', 'bám_sát', 'nội_dung', 'giảng_dạy']",giảng viên cho bài tập bám sát nội dung giảng dạy .
negative,"['không', 'công_bố', 'điểm', 'giữa', 'kỳ', 'sớm']",không công bố điểm giữa kỳ sớm .
positive,"['giảng_viên', 'nhiệt_tình']",giảng viên nhiệt tình !
negative,"['nên', 'giảng', 'những', 'phần', 'cần', 'chú_trọng', 'nhiều', 'hơn']",nên giảng những phần cần chú trọng nhiều hơn .
positive,"['thầy', 'rất', 'nhiệt_tình', 'giảng_dạy']",thầy rất nhiệt tình giảng dạy .
negative,"['thầy', 'lên_lớp', 'rất', 'trễ', 'giờ', 'học', 'bắt_đầu_vào', 'lúc', '13h00', 'thì', 'có', 'hôm', '13h30', 'hoặc', '14h00', 'thầy', 'mới', 'vô']","thầy lên lớp rất trễ , giờ học bắt đầu vào lúc 13h00 thì có hôm 13h30 hoặc 14h00 thầy mới vô ."
positive,"['thầy', 'dạy', 'rất', 'dễ', 'hiểu']",thầy dạy rất dễ hiểu .
negative,"['giọng', 'nói_khó', 'truyền_đạt', 'kiến_thức', 'một_cách', 'hiệu_quả', 'nhất']",giọng nói khó truyền đạt kiến thức một cách hiệu quả nhất .
positive,"['dạy', 'chắc_chắn', 'kiến_thức', 'truyền_đạt', 'tốt']","dạy chắc chắn kiến thức , truyền đạt tốt ."
negative,"['học', 'còn', 'khá', 'tẻ_nhạt']",học còn khá tẻ nhạt .
positive,"['thầy', 'dạy', 'rất', 'hay', 'quan_tâm', 'học_sinh']","thầy dạy rất hay , quan tâm học sinh ."
negative,"['giọng', 'nói', 'hơi_nhỏ', 'khó', 'tiếp_thu']","giọng nói hơi nhỏ , khó tiếp thu !"
positive,"['giáo_trình', 'môn_học', 'được', 'cập_nhật']",giáo trình môn học được cập nhật .
negative,"['thực_hành', 'nhiều', 'hơn']",thực hành nhiều hơn .
positive,"['phương_pháp', 'dạy', 'thực_hành', 'rất', 'hay']",phương pháp dạy thực hành rất hay .
