Score,pre_Sentiment,Sentiment,Tokens,Reviews
0.0,negative,negative,"['cố_định', 'thầy', 'phải', 'hội', 'tất', 'sinh_viên', 'đều', 'nộp', 'được', 'giải_thích', 'ràng', 'khung', 'đầu']",nếu là điểm cố định thì thầy phải cho cơ hội cho tất cả các sinh viên đều nộp bài được và giải thích rõ ràng khung điểm này từ đầu .
1.0,positive,positive,"['hiện', 'tương_đối', 'tốt', 'không', 'cần', 'chỉnh', 'thêm']","hiện tại tương đối tốt , không cần điều chỉnh gì thêm ."
-1.0,negative,negative,"['nhờ', 'thầy', 'tập', 'sửa', 'thầy', 'không', 'giảng', 'được', 'có', 'được', 'ràng']","nhờ thầy cho bài tập và sửa thầy không làm , và cũng giảng nhưng mà để làm được bài thì em muốn có được cách làm rõ ràng ."
3.0,positive,positive,"['giảng_dạy', 'tận_tâm', 'nhiệt_tình', 'hay']","giảng dạy tận tâm , nhiệt tình , hay ."
-1.0,negative,negative,"['thêm', 'nữa', 'thầy', 'không', 'sinh_viên', 'ngủ_gật', 'bàn', 'có', 'danh_sách', 'danh']","thêm nữa , thầy cũng không muốn nhìn thấy một sinh viên ngủ gục trên bàn mà vẫn có tên trong danh sách điểm danh ."
2.0,positive,positive,"['vui', 'hoà_đồng']",vui tính hoà đồng .
-1.0,negative,negative,"['môn', 'mạng', 'máy', 'nặng_nề', 'lý_thuyết']",môn mạng máy tính còn nặng nề lý thuyết rất nhiều .
3.0,positive,positive,"['dạy', 'dễ', 'hiểu', 'giảng', 'sống_động']","cô dạy dễ hiểu , bài giảng sống động ."
-3.0,negative,negative,"['tiết', 'học', 'căng_thẳng', 'phải', 'xuyên', 'đúng']","tiết học căng thẳng , phải thường xuyên đúng giờ ."
5.0,positive,positive,"['giáo_viên', 'dạy', 'tận_tình', 'dễ', 'hiểu', 'hay', 'giải_đáp', 'thắc_mắc', 'sinh_viên', 'môn_học']","giáo viên dạy tận tình , dễ hiểu , hay giải đáp những thắc mắc của sinh viên về môn học ."
1.0,positive,negative,"['nâng', 'hệ_thống', 'loa', 'phòng', 'học']",nâng cấp hệ thống loa cho các phòng học .
3.0,positive,positive,"['tận_tâm', 'nhiệt_tình', 'giải_đáp', 'thắc_mắc', 'trình', 'học']","tận tâm , nhiệt tình giải đáp thắc mắc trong quá trình học ."
-2.0,negative,negative,"['đề_nghị', 'trừ', 'lương']",đề nghị trừ lương .
2.0,positive,positive,"['thầy', 'dạy', 'vui', 'không', 'khô_khan', 'liên_tưởng', 'tốt']","thầy dạy vui , không khô khan , liên tưởng tốt ."
0.0,negative,negative,"['thầy', 'dạy', 'hay', 'không', 'ôn_tập', 'thi', 'kỳ', 'kỳ', 'sinh_viên']","thầy dạy hay nhưng không ôn tập thi giữa kỳ , cuối kỳ cho sinh viên ."
2.0,positive,positive,"['tài_liệu', 'thầy', 'cung', 'đủ', 'cụ_thể']","tài liệu thầy cung cấp đầy đủ , cụ thể ."
-2.0,negative,negative,"['giảng_viên', 'cần', 'đảm_bảo', 'thời_gian', 'lớp']",giảng viên cần đảm bảo thời gian lên lớp .
1.0,positive,positive,"['cực_kỳ', 'nhiệt_tình']",cực kỳ nhiệt tình .
-1.0,negative,negative,"['máy_chiếu', 'phòng', 'học', 'mờ']",máy chiếu tại phòng học còn mờ .
0.0,negative,positive,"['thầy', 'ít', 'có', 'giảng', 'tập', 'chỉ', 'sinh_viên', 'hiểu']","thầy ít có giảng về bài tập , chỉ cho sinh viên tự tìm hiểu ."
0.0,negative,negative,"['viết', 'ví_dụ', 'trùng_lặp', '(', 'dạng', ')']",viết quá nhiều ví dụ trùng lặp ( dạng ) với nhau .
3.0,positive,positive,"['giáo_viên', 'có', 'kiến_thức', 'tốt']",giáo viên có kiến thức tốt .
1.0,positive,negative,"['tài_liệu', 'môn', 'mạng', 'máy', 'được', 'dịch', 'computer', 'networking', 'a', 'topdown', 'aproach', 'hơi', 'khó_hiểu', 'sinh_viên', 'học', 'hay', 'nghiên_cứu']",tài liệu môn mạng máy tính được dịch từ computer networking a topdown aproach còn hơi khó hiểu để sinh viên học hay tự nghiên cứu .
1.0,positive,positive,"['học', 'thầy', 'vui', 'biết', 'thêm', 'hay', 'nữa']","học thầy rất là vui , mà còn biết thêm nhiều cái hay nữa ."
-3.0,negative,negative,"['mong', 'được', 'thầy', 'câu_nghiệp', 'đời', 'gian_nan', 'trải', 'thầy', 'học', 'nữa', 'có_lẽ', 'sinh_viên', 'học', 'được']","em mong muốn được nghe thầy kể nhiều câu chuyện về sự nghiệp và cuộc đời , gian nan từng trải của thầy trong các bài học nhiều hơn nữa , có lẻ sinh viên sẽ học được nhiều điều hơn ."
3.0,positive,positive,"['có_thể', 'tổ_chức', 'seminar', 'kích_thích', 'sinh_viên', 'hiểu', 'thêm', 'ứng_dụng', 'tốt', 'môn_học', 'thực_tiễn']",có thể tổ chức các buổi seminar nhằm kích thích sinh viên tìm hiểu thêm và ứng dụng tốt hơn môn học này vào thực tiễn .
-3.0,negative,negative,"['giảng', 'thầy', 'chỉ', 'ngồi_yên', 'ghế', 'đọc', 'slide', 'sinh_viên', 'cảm', 'nhàm_chán']","em thấy lúc giảng , thầy chỉ ngồi yên trên ghế và đọc slide dẫn đến sinh viên cảm thấy nhàm chán ."
3.0,positive,positive,"['thầy', 'giảng', 'khá', 'dễ', 'hiểu', 'chậm', 'chắc']","thầy giảng bài khá là dễ hiểu , chậm nhưng chắc ."
-3.0,negative,negative,"['thầy', 'xuyên', 'deadline', 'không', 'phù_hợp', 'sinh_viên']",thầy thường xuyên đặt ra những deadline không phù hợp với sinh viên .
2.0,positive,positive,"['dạy', 'dễ', 'hiểu', 'cung', 'thêm', 'phương_pháp', 'học_tập', 'hiệu_quả']","dạy dễ hiểu , và cung cấp thêm những phương pháp học tập hiệu quả ."
-1.0,negative,negative,"['khắt_khe', 'colonsad']",quá khắt khe colonsad .
5.0,positive,positive,"['dạy', 'dễ_thương', 'dễ', 'hiểu', 'nắm', 'chắc', 'kiến_thức']","cô dạy rất dễ thương , dễ hiểu , nắm chắc kiến thức ."
-1.0,negative,negative,"['giảng', 'thầy', 'hơi', 'đều', 'chậm']",cách giảng của thầy hơi đều và chậm .
2.0,positive,positive,"['thầy', 'giảng_dạy', 'nhiệt_tình', 'hăng_say']","thầy giảng dạy nhiệt tình , hăng say !"
-2.0,negative,negative,"['cần', 'thể_hiện', 'chi_tiết', 'nội_dung', 'môn_học', 'ví_dụ', 'minh_hoạ']",cần thể hiện chi tiết hơn nội dung của môn học và nhiều ví dụ minh hoạ hơn .
4.0,positive,positive,"['thầy', 'dạy', 'dễ', 'hiểu', 'tận_tâm', 'nhiệt_tình', 'sinh_viên']",thầy dạy dễ hiểu tận tâm nhiệt tình với sinh viên .
-2.0,negative,negative,"['không', 'đảm_bảo', 'lớp']",không đảm bảo giờ lên lớp .
1.0,positive,positive,"['giải', 'tập', 'sinh_viên']",giải bài tập cho sinh viên nhiều .
-6.0,negative,negative,"['báo_cáo', 'tiến_độ', 'đồ_án', 'học', 'giảng_viên', 'chỉ', 'chỉ', 'lỗi', 'đồ_án', 'sinh_viên', 'không', 'toàn', 'đồ_án', 'góp', 'sinh_viên', 'sai_sót', 'sinh_viên', 'khắc_phục', 'báo_cáo', 'kỳ']","mỗi khi báo cáo tiến độ đồ án trong năm học , giảng viên chỉ chỉ ra duy nhất một lỗi trong đồ án cho sinh viên , mà không xem toàn bộ đồ án để góp ý cho sinh viên mọi sai sót để sinh viên khắc phục trong lần báo cáo cuối kỳ ."
1.0,positive,positive,"['thầy', 'giảng', 'hay']",thầy giảng bài rất hay !
-1.0,negative,negative,['tệ'],quá tệ .
4.0,positive,positive,"['thầy', 'dáng', 'doanh_nhân', 'thành_đạt', 'diễn_thuyết', 'cảm_hứng', 'kiến_thức', 'phù_hợp', 'sinh_viên']","nhưng thầy rất ra dáng một doanh nhân thành đạt , một người diễn thuyết tạo cảm hứng nhiều hơn là kiến thức phù hợp với sinh viên ."
0.0,negative,negative,"['tăng', 'thêm', 'thời', 'môn_học']",tăng thêm thời lượng môn học .
2.0,positive,positive,"['thầy', 'lồng_ghép', 'ví_dụ', 'thực_tiễn', 'học']",thầy lồng ghép ví dụ thực tiễn vào bài học .
-1.0,negative,negative,"['hay', 'đi', 'trễ', 'dạy', 'lố', 'thời_gian']","hay đi trễ , dạy lố thời gian ."
9.0,positive,positive,"['dạy', 'nhiệt_tình', 'có', 'tâm_huyết', 'dễ', 'hiểu', 'dạy', 'hay', 'cung', 'kiến_thức', 'trình_độ', 'giỏi']","cô dạy nhiệt tình và có tâm huyết , dễ hiểu , cô dạy rất hay và cung cấp cho em nhiều kiến thức , trình độ của cô rất giỏi ."
-4.0,negative,negative,"['giảng_dạy', 'loa', 'thiếu', 'nhiệt_tình', 'chương_trình', 'học', 'hoàn_toàn', 'không', 'khớp', 'lý_thuyết']","giảng dạy quoa loa , thiếu nhiệt tình , chương trình học hoàn toàn không ăn khớp với lý thuyết ."
3.0,positive,positive,"['giảng_viên', 'nhiệt_tình', 'tâm_huyết', 'giảng_dạy', 'tốt']","giảng viên nhiệt tình , tâm huyết , giảng dạy tốt ."
-2.0,negative,negative,"['giảng_viên', 'nên', 'dạy', 'kỹ', 'quan_trọng', 'học']",giảng viên nên dạy kỹ hơn các phần quan trọng của bài học .
2.0,positive,positive,"['thầy', 'dạy', 'hay', 'tận_tâm']",thầy dạy hay và tận tâm với em .
-3.0,negative,negative,"['giáo_viên', 'không', 'nhiệt_tình', 'tận_tâm', 'sinh_viên']","giáo viên không nhiệt tình , tận tâm với sinh viên ."
4.0,positive,positive,"['nhiệt_tình', 'tận_tâm', 'giảng', 'dễ', 'hiểu']","nhiệt tình , tận tâm , giảng dễ hiểu ."
-2.0,negative,negative,"['môn_học', 'không', 'có', 'xếp', 'lịch', 'học', 'phòng', 'học']","môn học này không có sắp xếp lịch học , phòng học ."
3.0,positive,positive,"['thích', 'dạy', 'thầy', 'tập', 'giảng', 'xong', 'lý_thuyết', 'sinh_viên', 'có_thể', 'nhớ', 'hôm', 'không', 'cần', 'coi', 'lại']","em thích cách dạy của thầy , làm bài tập sau khi giảng xong lý thuyết cho sinh viên có thể nhớ ngay hôm ấy không cần về nhà coi lại bài ."
-2.0,negative,negative,"['phải', 'học', 'tiết', '4', '5', 'phải', 'nghỉ', 'chừng', 'đi', 'học', 'môn', 'tư_tưởng']","nhiều bạn phải học tiết 4 , 5 phải nghỉ giữa chừng để đi học môn khác như tư tưởng ."
1.0,positive,positive,"['giảng_viên', 'tập', 'bám_sát', 'nội_dung', 'giảng_dạy']",giảng viên cho bài tập bám sát nội dung giảng dạy .
-1.0,negative,negative,"['không', 'công_bố', 'kỳ']",không công bố điểm giữa kỳ sớm .
1.0,positive,positive,"['giảng_viên', 'nhiệt_tình']",giảng viên nhiệt tình !
0.0,negative,negative,"['nên', 'giảng', 'cần', 'trọng']",nên giảng những phần cần chú trọng nhiều hơn .
1.0,positive,positive,"['thầy', 'nhiệt_tình', 'giảng_dạy']",thầy rất nhiệt tình giảng dạy .
1.0,positive,negative,"['thầy', 'lớp', 'trễ', 'học', 'bắt_đầu', '13h00', 'có', 'hôm', '13h30', '14h00', 'thầy', 'mới', 'vô']","thầy lên lớp rất trễ , giờ học bắt đầu vào lúc 13h00 thì có hôm 13h30 hoặc 14h00 thầy mới vô ."
2.0,positive,positive,"['thầy', 'dạy', 'dễ', 'hiểu']",thầy dạy rất dễ hiểu .
1.0,positive,negative,"['giọng', 'khó', 'truyền_đạt', 'kiến_thức', 'hiệu_quả']",giọng nói khó truyền đạt kiến thức một cách hiệu quả nhất .
3.0,positive,positive,"['dạy', 'chắc_chắn', 'kiến_thức', 'truyền_đạt', 'tốt']","dạy chắc chắn kiến thức , truyền đạt tốt ."
0.0,negative,negative,"['học', 'khá', 'tẻ_nhạt']",học còn khá tẻ nhạt .
2.0,positive,positive,"['thầy', 'dạy', 'hay', 'quan_tâm', 'học_sinh']","thầy dạy rất hay , quan tâm học sinh ."
-2.0,negative,negative,"['giọng', 'hơi_nhỏ', 'khó', 'tiếp_thu']","giọng nói hơi nhỏ , khó tiếp thu !"
2.0,positive,positive,"['giáo_trình', 'môn_học', 'được', 'cập_nhật']",giáo trình môn học được cập nhật .
0.0,negative,negative,['thực_hành'],thực hành nhiều hơn .
1.0,positive,positive,"['phương_pháp', 'dạy', 'thực_hành', 'hay']",phương pháp dạy thực hành rất hay .
0.0,negative,negative,"['nâng', 'cao', 'bị', 'giảng_viên', 'bỏ']",nhiều phần nâng cao thường bị giảng viên bỏ qua .
4.0,positive,positive,"['giảng_viên', 'tận_tâm', 'nhiệt_tình', 'dễ', 'lớp', 'đúng']","giảng viên tận tâm , nhiệt tình , dễ tính , lên lớp đúng giờ ."
-2.0,negative,negative,"['dời', 'lịch', 'hẹn', 'sinh_viên', 'không', 'thông_báo']",dời lịch hẹn gặp sinh viên nhưng không thông báo .
1.0,positive,positive,"['dạy', 'hay', 'lại', 'đúng', 'dạy_học']","cô dạy hay , lại rất đúng giờ dạy học ."
-2.0,negative,negative,"['phòng', 'học', 'micro', 'máy_chiếu', 'cần', 'nâng', 'cải_thiện', 'bảo_trì', 'xuyên']","phòng học , micro , máy chiếu cần nâng cấp và cải thiện và bảo trì thường xuyên hơn ."
2.0,positive,positive,"['giải_đáp', 'tận_tình', 'thắc_mắc', 'sinh_viên']",giải đáp rất tận tình mọi thắc mắc của sinh viên .
-1.0,negative,negative,"['đôi', 'giảng', 'nhanh']",đôi lúc giảng quá nhanh .
2.0,positive,positive,"['dễ_thương', 'tận_tâm', 'sinh_viên']","cô dễ thương , tận tâm với sinh viên ."
-1.0,negative,negative,"['thầy', 'dạy', 'tư_tưởng', 'sinh_viên', 'biết', 'hết', 'giảng_dạy', 'chỉ_nói', 'chỗ']","thầy dạy với tư tưởng là sinh viên biết hết cả rồi , lên giảng dạy chỉ nói vài chỗ ."
1.0,positive,positive,"['giảng_viên', 'nhiệt_tình', 'hoạt_động', 'lớp']","giảng viên nhiệt tình , tạo nhiều hoạt động cho lớp ."
-2.0,negative,negative,"['cần', 'đổi_mới', 'tài_liệu']",cần đổi mới tài liệu .
3.0,positive,positive,"['giảng_viên', 'tận_tâm', 'nhiệt_tình', 'vui_vẻ']","giảng viên tận tâm , nhiệt tình , vui vẻ ."
-2.0,negative,negative,"['hiệu_quả', 'học', 'chưa', 'đạt', 'tốt']",do đó làm hiệu quả học chưa đạt mức tốt nhất .
4.0,positive,positive,"['giúp', 'học_sinh', 'chủ_động', 'thực_hiện', 'đề_tài', 'nhiệt_tình', 'giúp_đỡ', 'sinh_viên', 'tài_liệu']",giúp học sinh chủ động trong việc thực hiện đề tài và nhiệt tình giúp đỡ sinh viên tìm tài liệu .
-1.0,negative,negative,"['thầy', 'nên', 'up', 'giải', 'sánh', 'kết', 'dễ']",thầy nên up các bài giải lên để em so sánh kết quả cho dễ .
2.0,positive,positive,"['cung', 'kiến_thức', 'bổ_ích', 'sinh_viên']",cung cấp nhiều kiến thức bổ ích cho sinh viên .
-2.0,negative,negative,"['trường', 'nên', 'nâng', 'phiên', 'sql', 'sql', '2005', 'trường', 'sinh_viên', 'thực_hành', 'thiếu_sót', 'chức_năng', 'hỗ_trợ']","em nghĩ nhà trường nên nâng cấp phiên bản của sql vì sql 2005 mà nhà trường đang cho sinh viên thực hành còn thiếu sót nhiều chức năng , hỗ trợ ."
4.0,positive,positive,"['giảng_viên', 'nhiệt_tình', 'giảng_dạy', 'hệ_thống', 'tài_liệu', 'học_tập', 'được', 'update', 'tốt']","giảng viên nhiệt tình trong giảng dạy , hệ thống tài liệu học tập được update tốt ."
-1.0,negative,negative,"['dạy', 'hơi_nhỏ']",dạy nói hơi nhỏ .
1.0,positive,positive,"['giáo_viên', 'nhiệt_tình', 'giảng_dạy']",giáo viên nhiệt tình giảng dạy .
1.0,positive,negative,"['sinh_viên', 'lớp', 'chất', 'cao', 'lại', 'xếp', 'thi', 'phòng', 'thực_hành', 'lớp', 'cấu_hình', 'máy', 'mất', 'nửa', 'tiếng', 'lớp', 'chưa_kể', 'bất_cập', 'thi']","sinh viên lớp chất lượng cao nhưng lại xếp thi phòng thực hành của lớp thường , việc cấu hình máy mất hơn nửa tiếng cho cả lớp , chưa kể còn nhiều bất cập khi làm bài thi ."
1.0,positive,positive,"['thầy', 'dạy', 'bổ_ích', 'học', 'tập_đến', 'sống', 'đời']",thầy dạy rất nhiều điều bổ ích từ học tập đến cuộc sống ngoài đời .
-2.0,negative,negative,"['thức', 'diễn_đạt', 'chưa', 'đạt', 'hiệu_quả', 'tốt']",cách thức diễn đạt chưa đạt hiệu quả tốt .
4.0,positive,positive,"['diễn_đạt', 'dễ', 'hiểu', 'vui_vẻ', 'tận_tình', 'học_sinh']","cách diễn đạt dễ hiểu , vui vẻ , tận tình với học sinh ."
